Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
Alex_H_CH1_p2_f521f496	you	Alex... I don't have a graphing calculator. Can I share with you?	game/script_hong.rpy	102	you "[what]"
Alex_H_CH1_p2_95ddcdf7	hong	Mmm sure.	game/script_hong.rpy	104	hong "[what]"
Alex_H_CH1_p2_fa272b37		(He pulls out his graphing calculator and leans over towards me so both of us can see.)	game/script_hong.rpy	105	"[what]"
Alex_H_CH1_p2_8c0e943d	ta	Press 2nd VARS and select Normalcdf. You can enter your lower bound, upper bound, mean and median to calculate the area under the curve from the lower bound to the upper bound.	game/script_hong.rpy	108	ta "[what]"
Alex_H_CH1_p2_10c44157	ta	Here, calculate these with the person next to you.	game/script_hong.rpy	112	ta "[what]"
Alex_H_CH1_p2_54638636	hong	Here. 2nd VARS and then normalcdf. You should remember this when you get a graphing calculator.	game/script_hong.rpy	115	hong "[what]"
Alex_H_CH1_p2_389852a7		(I look up, about to ask him what type of graphing calculator I should get. But our eyes accidentally meet each other and our faces are only centimeters. I can feel his breath softly brushing against my lips and the heat creeping up my cheeks.)	game/script_hong.rpy	118	"[what]"
Alex_H_CH1_p2_45040580		(In his eyes I see a reflection of a rose red face, as if I was his whole world. The shock in his eyes is evident as he quickly looks away, apologizing. The few seconds where our eyes were locked felt like forever.)	game/script_hong.rpy	119	"[what]"
Alex_H_CH1_p2_e0466a4a	hong	I-I didn’t know you were so close. Sorry...	game/script_hong.rpy	120	hong "[what]"
Alex_H_CH1_p2_a0fd80ac	you	...Ah- It’s fine.	game/script_hong.rpy	121	you "[what]"
Alex_H_CH1_p2_f0926a36	you	{i}Ahhhh that’s so embarrassing, why is my heart beating so fast?!! I hope he forgets about this soon.{i}	game/script_hong.rpy	122	you "[what]"
Alex_H_CH1_p2_109ec301	ta	OK everyone, first question. Here’s the solution.	game/script_hong.rpy	123	ta "[what]"
Alex_H_CH1_p2_57ea396e		(As Teacher A continued teaching the class, I couldn’t focus at all. The moment where my eyes met Alex’s kept replaying in my head like a scene from one of my romcoms.)	game/script_hong.rpy	124	"[what]"
Alex_H_CH1_p2_bb83a7e6		(From the occasional glance I dared to peep at him, I could tell that he was flustered too with how he was red from the tip of his ears to the back of his neck.)	game/script_hong.rpy	125	"[what]"
Alex_H_CH1_p2_d12795c1	"Person A"	Teacher A, class is over...	game/script_hong.rpy	128	"Person A" "[what]"
Alex_H_CH1_p2_424d7d39	ta	Oh ok, we’ll continue this next class.	game/script_hong.rpy	131	ta "[what]"
Alex_H_CH1_p2_3fb7babc		(Teacher A's words brought me back to reality.)	game/script_hong.rpy	132	"[what]"
Alex_H_CH1_p2_1a54b5ee	you	I barely took any notes...	game/script_hong.rpy	133	you "[what]"
Alex_H_CH1_p2_947ed1e5		(I turn to tap on Alex’s shoulder.)	game/script_hong.rpy	134	"[what]"
Alex_H_CH1_p2_b85c783e	you	Alex... can I take a picture of your notes?	game/script_hong.rpy	137	you "[what]"
Alex_H_CH1_p2_c13f01fb	hong	I didn’t take too many notes either... I think we’ll both have to rewatch the in class recording.	game/script_hong.rpy	139	hong "[what]"
Alex_H_CH1_p2_9c377979	you	Alright. Also, I wanted to ask earlier, what type of graphing calculator should I get?	game/script_hong.rpy	140	you "[what]"
Alex_H_CH1_p2_c43f9d10	hong	I have a Ti-83 but Teacher A says Ti-84’s are better. I have to go to my next class now, I’ll see you around.	game/script_hong.rpy	142	hong "[what]"
Alex_H_CH2_0ff4517c	you	I need a graphing calculator. I’ll ask Alex B to come with me to buy one at Best Buy.	game/script_hong.rpy	153	you "[what]"
Alex_H_CH2_7c3e18b6		{i}Ringgggggg.{i}	game/script_hong.rpy	154	"[what]"
Alex_H_CH2_fad6d3c6	bai	Hello?	game/script_hong.rpy	155	bai "[what]"
Alex_H_CH2_9d0e1021	you	Alex, I need a graphing calculator. Can you come with me afterschool?	game/script_hong.rpy	156	you "[what]"
Alex_H_CH2_f6753511	bai	Uhhhh, sure. Let's meet at the front entrance afterschool.	game/script_hong.rpy	157	bai "[what]"
Alex_H_CH2_a629c78f	you	Ok see you later.	game/script_hong.rpy	158	you "[what]"
Alex_H_CH2_a92e466d	you	Alex!	game/script_hong.rpy	161	you "[what]"
Alex_H_CH2_03937be6	bai	Oh you're here. Let's go.	game/script_hong.rpy	162	bai "[what]"
Alex_H_CH2_bb06e939	bai	What type type of graphing calculator did you want?	game/script_hong.rpy	165	bai "[what]"
hong_ch2_choice_aad06eff		Alex H said Ti-84’s should be good.	game/script_hong.rpy	169	"[what]"
hong_ch2_choice_a22fd4db	bai	You're choosing it because Kaichou said it's good?	game/script_hong.rpy	170	bai "[what]"
hong_ch2_choice_7741ce8f		Alex H has a Ti-83 so I’ll buy a Ti-83.	game/script_hong.rpy	174	"[what]"
hong_ch2_choice_5d448d1a	bai	You want to match with Kaichou?	game/script_hong.rpy	175	bai "[what]"
Alex_H_CH2_p2_1602332f	you	Yes... is there something wrong with that?	game/script_hong.rpy	179	you "[what]"
Alex_H_CH2_p2_85c79bb2	bai	No... there's nothing wrong.	game/script_hong.rpy	181	bai "[what]"
Alex_H_CH2_p2_507b015b		(We grab the graphing calculator and pay.)	game/script_hong.rpy	183	"[what]"
Alex_H_CH2_p2_863de7d8	bai	It’s pretty late now. How about we go grab a meal at the Metrotown food court.	game/script_hong.rpy	184	bai "[what]"
Alex_H_CH2_p2_bea17a42	you	Should we go to Crystal Mall instead? Don't you like Chinese food more?	game/script_hong.rpy	185	you "[what]"
Alex_H_CH2_p2_8dea3be2	bai	Uhhh ya... But it's fine because you prefer fast food right?	game/script_hong.rpy	186	bai "[what]"
hong_ch2_choice2_aacc082f	you	Awwww. You're being so sweet today. Let's go.	game/script_hong.rpy	190	you "[what]"
hong_ch2_choice2_7c3981ef	bai	W-what are you talking about? I came here with you so I should be doing what you like.	game/script_hong.rpy	192	bai "[what]"
hong_ch2_choice2_04343702	"[you]"	I feel like eating Chinese food today. Let's go to Crystal Mall.	game/script_hong.rpy	196	"[you]" "[what]"
ALEX_H_CH2_p3_37411ca8	you	I want to eat fries. I'll go line up.	game/script_hong.rpy	203	you "[what]"
ALEX_H_CH2_p3_438abe56		(I walk into the lineup for "New York Fries" and choose what I want from the menu.)	game/script_hong.rpy	205	"[what]"
ALEX_H_CH2_p3_04c7aca0	shadow_hong	[you], you’re here too?	game/script_hong.rpy	207	shadow_hong "[what]"
ALEX_H_CH2_p3_30605703		(I turn around to see Alex H standing behind me. He suddenly grabs my shoulder and pulls me aside before I have any time to react. Some guy who was behind me walked right past saying "excuse me".)	game/script_hong.rpy	210	"[what]"
ALEX_H_CH2_p3_89c07465	hong	Be careful, someone was trying to walk by.	game/script_hong.rpy	211	hong "[what]"
ALEX_H_CH2_p3_d9d1089f		(Somehow I had accidentally walked out of the line when I turned around.)	game/script_hong.rpy	212	"[what]"
ALEX_H_CH2_p3_d4600fe1	you	Oh sorry. I didn't notice him.	game/script_hong.rpy	213	you "[what]"
ALEX_H_CH2_p3_e4c989ee	hong	Watch where you’re going. What’re you doing in Metrotown?	game/script_hong.rpy	214	hong "[what]"
ALEX_H_CH2_p3_7a627945	you	I came here to buy a graphing calculator.	game/script_hong.rpy	215	you "[what]"
ALEX_H_CH2_p3_c6d01239	hong	Alone?	game/script_hong.rpy	216	hong "[what]"
ALEX_H_CH2_p3_112c7703	you	No. I came here with someone else.	game/script_hong.rpy	217	you "[what]"
ALEX_H_CH2_p3_b651fd5e	shadow_bai	[you]!	game/script_hong.rpy	220	shadow_bai "[what]"
ALEX_H_CH2_p3_a0b217c1		(I turn and see Alex B walking over from across the food court and waving at me. In his hand is a Subway. Seeing Alex B, Alex H looked a little dissapointed and shook his head slightly.)	game/script_hong.rpy	221	"[what]"
ALEX_H_CH2_p3_85131864	hong	Oh so you came here with him... to buy a graphing calculator for Stats?	game/script_hong.rpy	222	hong "[what]"
ALEX_H_CH2_p3_f079661d	hong	You could’ve asked me to come with you instead...” He mumbles.	game/script_hong.rpy	224	hong "[what]"
ALEX_H_CH2_p3_c0483d23	you	{i}Is it just me or seems a little jealous...{i}	game/script_hong.rpy	226	you "[what]"
ALEX_H_CH2_p3_d537b312	you	Well I don’t have your phone number or anything so I couldn’t ask you anyways...	game/script_hong.rpy	227	you "[what]"
ALEX_H_CH2_p3_254ecbd1	hong	I’ll give you my number right now.	game/script_hong.rpy	229	hong "[what]"
ALEX_H_CH2_p3_bc777a0b		(He takes my phone and adds his number to my contacts just as Alex B walks over.)	game/script_hong.rpy	230	"[what]"
ALEX_H_CH2_p3_0caf7173	bai	Oh! Kaichou you’re here as well? What’re you guys mumbling about?	game/script_hong.rpy	233	bai "[what]"
ALEX_H_CH2_p3_4605f672	hong	It’s nothing.	game/script_hong.rpy	234	hong "[what]"
ALEX_H_CH2_p3_24a5c929	you	Have you eaten yet? If not, you can eat with us.	game/script_hong.rpy	235	you "[what]"
ALEX_H_CH2_p3_979ae8dc	hong	Alright.	game/script_hong.rpy	236	hong "[what]"
ALEX_H_CH2_p3_76088302		(I finish ordering, grab my food and follow Alex B to the table where we sit. Alex H follows me like a lost puppy.)	game/script_hong.rpy	237	"[what]"
ALEX_H_CH2_p3_61d1877c	you	{i}I asked him to eat but why didn’t he order food?{i}	game/script_hong.rpy	238	you "[what]"
ALEX_H_CH2_p3_f546974b	you	I feel like eating Xiao long bao, so I’ll go line up over there. Let’s meet at that empty table over there when we get our food.	game/script_hong.rpy	242	you "[what]"
ALEX_H_CH2_p3_deaf4650		I go over to the long line of people waiting to buy Xiao Long Bao, staring intently at the menu.	game/script_hong.rpy	244	"[what]"
ALEX_H_CH2_p3_8d38b435	shadow_bai	Hey, you’re still in line? I’ve already grabbed my food.	game/script_hong.rpy	246	shadow_bai "[what]"
ALEX_H_CH2_p3_5a5faf65		I turn around and see Alex B holding his plate of Chow Mein.	game/script_hong.rpy	247	"[what]"
ALEX_H_CH2_p3_a879c30b	you	Yeah, the lineup is so long. But it works out since I haven’t decided on what to eat yet.	game/script_hong.rpy	248	you "[what]"
ALEX_H_CH2_p3_a9c0c4af	you	Do you think I should get the Grass Xiao Long Bao? Alex H said it was pretty good.	game/script_hong.rpy	249	you "[what]"
ALEX_H_CH2_p3_5091223b		(Alex B’s face darkens for just a moment before returning to normal.)	game/script_hong.rpy	252	"[what]"
ALEX_H_CH2_p3_eb3584c8	bai	Sure I guess? I don’t really like Grass Xiao Long Bao though. I only eat dog.	game/script_hong.rpy	254	bai "[what]"
ALEX_H_CH2_p3_1300cff5	you	Oh really? Then I guess I’ll get a different one.	game/script_hong.rpy	255	you "[what]"
ALEX_H_CH2_p3_4576483f		(We walk toward an empty table and sit down. I notice that Alex B seems unusually happy and keeps glancing at me.)	game/script_hong.rpy	257	"[what]"
ALEX_H_CH2_p3_6a310c05	you	{i}Why does he keep looking at me like that?{i}	game/script_hong.rpy	259	you "[what]"
ALEX_H_CH2_p3_e2abf1b6	you	Well you seem awfully happy about something. Are you happy to eat Chinese food?	game/script_hong.rpy	260	you "[what]"
ALEX_H_CH2_p3_ec0a5b05	bai	Haha, it’s nothing its nothing.	game/script_hong.rpy	262	bai "[what]"
ALEX_H_CH2_p3_40b7ca0d	you	Well if you say so... Anyway, do you want to do anything after we eat since we’re here?	game/script_hong.rpy	263	you "[what]"
ALEX_H_CH2_p3_15c5915d	bai	Hmm... There's nowhere in particular that I want to go. Is there anywhere that you want to go to?	game/script_hong.rpy	264	bai "[what]"
ALEX_H_CH2_p3_32218364	you	Well maybe we can visit this one shop, Alex H said he saw the limited edition character keychain I like is sold there.	game/script_hong.rpy	265	you "[what]"
ALEX_H_CH2_p3_5fd93e32		(Alex B’s face visibly turn into a scowl and he explodes out of nowhere.)	game/script_hong.rpy	267	"[what]"
ALEX_H_CH2_p3_1b733ec3	bai	Why do you talk about Kaichou so much? Do you like him or something? I’m the one that’s hanging out with you right now but you keep going "Kaichou this Kaichou that". It’s really putting me off you know?!	game/script_hong.rpy	268	bai "[what]"
ALEX_H_CH2_p3_0f1f08af	you	{i}}Had I really been talking about Alex H that much? But even if I had, isn’t it strange to have this big of a reaction?{i}	game/script_hong.rpy	269	you "[what]"
ALEX_H_CH2_p3_f0d5fd76	you	Oh... I’m sorry. I didn’t realize that I had been mentioning him so much. Uhh we can go somewhere else then, I can get the keychain another time.	game/script_hong.rpy	270	you "[what]"
ALEX_H_CH2_p3_6813989c	bai	Forget it, you’re probably just going to come back with Kaichou another day. If you want to get the character so bad I’ll go with you right now. Let’s go.	game/script_hong.rpy	272	bai "[what]"
ALEX_H_CH2_p3_05ceb999	you	No, no you really don’t need to force yourself. Alex H isn’t interested in this kind of stuff, my friend likes this character too so I’ll go with her tomorrow.	game/script_hong.rpy	273	you "[what]"
ALEX_H_CH2_p3_de99e083	bai	I said, let’s go. We can just get the character now so you won’t have a reason to go with anyone else, much less Kaichou.	game/script_hong.rpy	274	bai "[what]"
ALEX_H_CH2_p3_ed8a3289	you	S-sure. We can go right now then.	game/script_hong.rpy	278	you "[what]"
ALEX_H_CH2_p3_3fd4840b	bai	Hey why do you look so uncomfortable, I’m not going to eat you or anything like I do with dogs. I do admit that I went a bit far earlier, but I’m just sad that you seem to only care about Kaichou. C’mon smile for me.	game/script_hong.rpy	280	bai "[what]"
ALEX_H_CH2_p3_3e7a8109		(His grin sends chills down my spine he asks me to smile. There's something off about Alex B.)	game/script_hong.rpy	281	"[what]"
ALEX_H_CH2_p3_4b8c875f		{i}Ringgggg{i}	game/script_hong.rpy	282	"[what]"
ALEX_H_CH2_p3_a9b85e71		(My phone rings just in right time. The call feels like a lifesaver as I pick it up immediately.)	game/script_hong.rpy	283	"[what]"
ALEX_H_CH2_p3_651d1cd2	you	Oh hey, Mom! Where am I? I’m at Crystal mall with a friend right now. You want me home right now? Oh, fine, fine, I’ll be home in 10 minutes.	game/script_hong.rpy	284	you "[what]"
ALEX_H_CH2_p3_4c7d1337		(I hang up the call and turn to Alex B, with a sad expression on the outside while secretly being delighted. I found the perfect excuse to leave.)	game/script_hong.rpy	285	"[what]"
ALEX_H_CH2_p3_6863e82b	you	Alex B I’m so sorry but my mom called just now and said that I had to go home and help her with something. We can hang out another time. I’ll see you in class!	game/script_hong.rpy	286	you "[what]"
ALEX_H_CH2_p3_6eedf018	bai	Okay, get home safe. See you in class!	game/script_hong.rpy	287	bai "[what]"
ALEX_H_CH2_p3_5d9dd17a		(Alex B waves and gives his usual smile as I leave, but I can’t help but feel an eerie chill from it.)	game/script_hong.rpy	288	"[what]"
Alex_H_CH3_p1_40ee2dd9	you	Alex H you didn’t order food?	game/script_hong.rpy	300	you "[what]"
Alex_H_CH3_p1_b222ae51	bai	Kaichou doesn’t eat. He’s the emo skeleton of an ancient immortal.	game/script_hong.rpy	301	bai "[what]"
Alex_H_CH3_p1_c2222e76	hong	...	game/script_hong.rpy	302	hong "[what]"
Alex_H_CH3_p1_5fc37094	hong	I’m just not really hungry right now...	game/script_hong.rpy	303	hong "[what]"
Alex_H_CH3_p1_0872ce8b	bai	Kaichou, why are you at Metrotown?	game/script_hong.rpy	304	bai "[what]"
Alex_H_CH3_p1_4ae906d4	hong	I came here to shop with Lucas to buy games.	game/script_hong.rpy	305	hong "[what]"
Alex_H_CH3_p1_7bb0a25a	bai	Lucas is here too? Where is he?	game/script_hong.rpy	306	bai "[what]"
Alex_H_CH3_p1_01f7606d	hong	He left already.	game/script_hong.rpy	307	hong "[what]"
Alex_H_CH3_p1_06d22801	bai	Oh ok.. I’ll go to the bathroom first.	game/script_hong.rpy	308	bai "[what]"
Alex_H_CH3_p1_714cc8d3	you	(If he didn’t come here to eat then why is he at the food court?)	game/script_hong.rpy	309	you "[what]"
Alex_H_CH3_p1_9c42051d		(I watch as Alex B walks away to the boys bathroom and I turn to Alex H to question him.)	game/script_hong.rpy	312	"[what]"
Alex_H_CH3_p1_823af360	you	Alex, you didn’t come here to eat so why were you at the food court?	game/script_hong.rpy	313	you "[what]"
Alex_H_CH3_p1_f2cb7616	hong	...I was just walking by the food court. A-anyways just keep eating.	game/script_hong.rpy	315	hong "[what]"
Alex_H_CH3_p1_170380d9		(I could tell he was lying because of his nervous expression and shifting eyes. But I continued eating anyways because it didn’t seem like he’d tell me what he was doing here.)	game/script_hong.rpy	316	"[what]"
Alex_H_CH3_p1_d66fea21		(All of a sudden I feel a large and warm hand on my cheek. Alex’s finger brushes against my cheek and my heart speeds up.)	game/script_hong.rpy	317	"[what]"
Alex_H_CH3_p1_4f798e82	you	{i}W-what’s he doing?{i}	game/script_hong.rpy	320	you "[what]"
Alex_H_CH3_p1_30af142c	hong	You had something on your cheek.	game/script_hong.rpy	321	hong "[what]"
Alex_H_CH3_p1_ef9bad2b	you	Oh really? T-thank you.	game/script_hong.rpy	323	you "[what]"
Alex_H_CH3_p1_67f79459		(What I didn’t notice was Alex B walking back with a dark look on his face, indicating that he saw everything.)	game/script_hong.rpy	326	"[what]"
Alex_H_CH3_p2_50c730a0	ta	Do the questions on the board with your partner and use invT to find the solutions. If you don’t have a Ti 84 and you’ve got money then uhhh buy one.	game/script_hong.rpy	337	ta "[what]"
Alex_H_CH3_p2_209de441	ta	If not then you’ll have to find a video on designing your own function.	game/script_hong.rpy	338	ta "[what]"
Alex_H_CH3_p2_da933b84		{i}If I remember correctly, Alex doesn't have a Ti-84{i}	game/script_hong.rpy	342	"[what]"
Alex_H_CH3_p2_db2d935d	you	Alex, I have a Ti-84. Do you want to share with me for now?	game/script_hong.rpy	344	you "[what]"
Alex_H_CH3_p2_622b34a9	hong	Alright, let’s share.	game/script_hong.rpy	345	hong "[what]"
Alex_H_CH3_p2_43a02bd1		(I hold up the calculator and copy the numbers on the board.)	game/script_hong.rpy	346	"[what]"
Alex_H_CH3_p2_ac501127	you	Okay, so we need to find the T-score...	game/script_hong.rpy	347	you "[what]"
Alex_H_CH3_p2_c7dd9cc2		(Alex scooches over closer to me, and I could feel my face heating up. I can’t tell if it’s because of his hot breath on my cheeks or because my face has become a blooming rose.)	game/script_hong.rpy	349	"[what]"
Alex_H_CH3_p2_b5cd5d1f		(But my ears ring and my heart leaps into my throat, leaving me breathless.)	game/script_hong.rpy	350	"[what]"
Alex_H_CH3_p2_dae0ec55	you	...	game/script_hong.rpy	351	you "[what]"
Alex_H_CH3_p2_6578ff50	hong	Okay, T-Score equals 1.296?	game/script_hong.rpy	352	hong "[what]"
Alex_H_CH3_p2_9f040e07		(As he pulls away, I’m once again surrounded by a sharp chill. Even more so than before, because I’ve felt his warmth.)	game/script_hong.rpy	353	"[what]"
Alex_H_CH3_p2_8ea40481	you	{i}Why was he so close... was that really necessary?{i}	game/script_hong.rpy	354	you "[what]"
Alex_H_CH3_p2_a74f39de		(I didn’t like how I had spent more class time filled with thoughts of him than I did of the lesson.)	game/script_hong.rpy	355	"[what]"
Alex_H_CH3_p2_30475b47		{i} I don’t have a Ti 83 but neither does Alex. That means we both have to code a function onto our calculator... For now I think I’ll have to share with someone else...	game/script_hong.rpy	359	"[what]"
Alex_H_CH3_p2_075114a6		(I look around the room and I see Anne who was randomized to sit to my right. I turn to her and ask her if I can share a calculator with her.)	game/script_hong.rpy	361	"[what]"
Alex_H_CH3_p2_d26d9b79	you	Anne, can we share calculators?	game/script_hong.rpy	362	you "[what]"
Alex_H_CH3_p2_02998768	anne	Hmm? Ahh ok let’s share.	game/script_hong.rpy	363	anne "[what]"
Alex_H_CH3_p2_5b344341		(Anne was very good at explaining and my previous confusion with Statistics was resolved.)	game/script_hong.rpy	364	"[what]"
Alex_H_CH3_p2_7e091c68		(Towards the end of Statistics, Teacher A starts digressing and tells us a story about a movie date incident with his then girlfriend and now wife.)	game/script_hong.rpy	367	"[what]"
Alex_H_CH3_p2_75bf910f	you	Hmm, a movie...	game/script_hong.rpy	368	you "[what]"
Alex_H_CH3_p2_3f266ce6		(Intrigued by the idea, I look at Alex H beside me, and an idea began to form inside my head.)	game/script_hong.rpy	370	"[what]"
Alex_H_CH3_p2_e9b9bd12		(In the heat of the moment I blurt out...)	game/script_hong.rpy	371	"[what]"
Alex_H_CH4_p1_ac5dfd53	you	Do you wanna go watch a movie afrerschool?	game/script_hong.rpy	382	you "[what]"
Alex_H_CH4_p1_927a90a5	hong	What movie?	game/script_hong.rpy	383	hong "[what]"
Alex_H_CH4_c1_f9374a1d	you	How about we watch a romance movie?	game/script_hong.rpy	386	you "[what]"
Alex_H_CH4_c1_50659e85	you	How about we watch a horror movie?	game/script_hong.rpy	389	you "[what]"
Alex_H_CH4_p2_ddbe2536	hong	Sure. Let’s watch it at the Landmark? At New West? They have great seats.	game/script_hong.rpy	393	hong "[what]"
Alex_H_CH4_p2_4921d768	you	Okay, then it’s a date.	game/script_hong.rpy	394	you "[what]"
Alex_H_CH4_p2_a448cea9	hong	Yeah I guess, we’ll go together after Human Geo then.	game/script_hong.rpy	396	hong "[what]"
Alex_H_CH4_p2_c8d34f84		(Afterschool he waited for me to pack things up in class and we left together to go to the movie theaters.)	game/script_hong.rpy	397	"[what]"
Alex_H_CH4_p2_eafef942	p1	Hey hey, the guy over there is so handsome.	game/script_hong.rpy	401	p1 "[what]"
Alex_H_CH4_p2_adc16f06	p2	Right?? He looks so cool and mysterious, just my type.	game/script_hong.rpy	402	p2 "[what]"
Alex_H_CH4_p2_708e0807	p1	You should ask for his number.	game/script_hong.rpy	403	p1 "[what]"
Alex_H_CH4_p2_7e9dc682	you	{i}The girls are whispering so loud. Well he IS good looking so it makes sense. If I can hear them then Alex can definitely hear them as well.{i}	game/script_hong.rpy	404	you "[what]"
Alex_H_CH4_p2_c1fc4310		(I look up to see Alex’s reaction but instead I see him looking down and staring at me.	game/script_hong.rpy	408	"[what]"
Alex_H_CH4_p2_1ded0b4b		(Our eyes meet for a second before he quickly averts his gaze guiltily. As if I had just caught a child stealing candy from the cabinet.)	game/script_hong.rpy	409	"[what]"
Alex_H_CH4_p2_8caf3fe7	you	{i}Why was he staring at me? Do I have something on my face? Whatever...{i}	game/script_hong.rpy	410	you "[what]"
Alex_H_CH4_p2_c2222e76	hong	...	game/script_hong.rpy	412	hong "[what]"
Alex_H_CH4_p2_df7b0e20	cashier	That’ll be $30 for two tickets.	game/script_hong.rpy	415	cashier "[what]"
Alex_H_CH4_p2_a5b26140	you	I’ll pay for it.	game/script_hong.rpy	416	you "[what]"
Alex_H_CH4_p2_05e04a4c	hong	No! It’s fine, I'll pay.	game/script_hong.rpy	419	hong "[what]"
Alex_H_CH4_p2_34b0aaae	you	I asked you out to the theaters so I insist on paying.	game/script_hong.rpy	420	you "[what]"
Alex_H_CH4_p2_15ee17ec	hong	Alright...	game/script_hong.rpy	421	hong "[what]"
Alex_H_CH4_p2_6f641c25		(After getting the tickets, we decide to buy some popcorn and then find our seats inside the theater.)	game/script_hong.rpy	422	"[what]"
Alex_H_CH4_Romance_437ebd2a	you	Oh no, maybe I shouldn’t have chosen a romance movie. A boy and a girl watching a romance together is awkward.	game/script_hong.rpy	429	you "[what]"
Alex_H_CH4_Romance_c40402b0	you	Also I don’t even know if he likes romance movies.	game/script_hong.rpy	430	you "[what]"
Alex_H_CH4_Romance_9f2b9577	you	Are you sure you’re okay with watching a romance movie?	game/script_hong.rpy	431	you "[what]"
Alex_H_CH4_Romance_96a7cdc7	hong	Mhm, I already agreed earlier. You don’t want to watch it anymore?	game/script_hong.rpy	432	hong "[what]"
Alex_H_CH4_Romance_a4a12e81	you	Nonono, I do I do...	game/script_hong.rpy	433	you "[what]"
Alex_H_CH4_Romance_69776b1d		(My voice gets quieter as I speak, until it’s eventually a whisper.)	game/script_hong.rpy	434	"[what]"
Alex_H_CH4_Romance_a5e87de7		(I think Alex H sensed my hesitation because in the next second he grabs my hand and pulls my body towards his beating heart.)	game/script_hong.rpy	435	"[what]"
Alex_H_CH4_Romance_6629833e	you	...!	game/script_hong.rpy	436	you "[what]"
Alex_H_CH4_Romance_bea7c7c0		(My head rests on his shoulder while he whispers into my ear.)	game/script_hong.rpy	437	"[what]"
Alex_H_CH4_Romance_3bfa4980	hong	Let’s go watch the romance movie, okay?	game/script_hong.rpy	438	hong "[what]"
Alex_H_CH4_Romance_9e96bf2b		(On the screen, the male lead tenderly held the female lead in his arms as she professed her love for him under the pouring rain.)	game/script_hong.rpy	440	"[what]"
Alex_H_CH4_Romance_0f36d297		(Her head was buried in his shoulders as she cried, overwhelmed by the relief of finally communicating her feelings.)	game/script_hong.rpy	441	"[what]"
Alex_H_CH4_Romance_5a89d87f		(I feel Alex H’s gaze on me, seemingly wanting to say something to me but hesitating. As I turn to him, he says something.)	game/script_hong.rpy	443	"[what]"
Alex_H_CH4_Romance_6b390c3e	hong	[you]... You, what do you think about me?	game/script_hong.rpy	444	hong "[what]"
Alex_H_CH4_Romance_c1_55a2db1e	you	I-I think you're a good person...	game/script_hong.rpy	449	you "[what]"
Alex_H_CH4_Romance_c1_420f13e0	you	You're a dissapearing twig.	game/script_hong.rpy	452	you "[what]"
Alex_H_CH4_Romance_c1_c2222e76	hong	...	game/script_hong.rpy	454	hong "[what]"
Alex_H_CH4_Romance_c1_a1be9b10	you	You're a goofy dog.	game/script_hong.rpy	457	you "[what]"
Alex_H_CH4_Romance_c1_18ca303c	hong	What are you talking about?	game/script_hong.rpy	460	hong "[what]"
Alex_H_CH4_Romance_c1_cad46c10	you	{i}He didn't get the joke... {i}	game/script_hong.rpy	461	you "[what]"
Alex_H_CH4_Romance_c1_9a571036	you	Nevermind...	game/script_hong.rpy	462	you "[what]"
Alex_H_CH4_Romance_p2_a43b31f2	"Movie Dialogue"	I love you! I love you so much, please be with me forever!	game/script_hong.rpy	466	"Movie Dialogue" "[what]"
Alex_H_CH4_Romance_p2_f4a2dfd0		(I look at the screen and instantly shield my eyes from the montage of the main characters kissing.)	game/script_hong.rpy	468	"[what]"
Alex_H_CH4_Romance_p2_b5447749	you	Ah... I’m sorry I didn’t know it would get so intense.	game/script_hong.rpy	469	you "[what]"
Alex_H_CH4_Romance_p2_5d202dc8		(Embarassed to the point of exploding, I quickly make an excuse to leave.)	game/script_hong.rpy	470	"[what]"
Alex_H_CH4_Romance_p2_5d2f556a	you	Sorry, I have to go to the washroom. You don’t have to wait for me.	game/script_hong.rpy	471	you "[what]"
Alex_H_CH4_Romance_p2_61a8b06c		(As I leave the theatre room I see a group of dangerous looking guys coming my way.)	game/script_hong.rpy	473	"[what]"
Alex_H_CH4_Romance_p2_28899365	ga	Hey pretty girl, you alone?	game/script_hong.rpy	475	ga "[what]"
Alex_H_CH4_Romance_p2_18abe100		(I let out a terrified gasp as a man that seems to be their leader towers over me menacingly.)	game/script_hong.rpy	476	"[what]"
Alex_H_CH4_Romance_p2_bfb5eec3		(At this moment I hear an angry voice from behind.)	game/script_hong.rpy	478	"[what]"
Alex_H_CH4_Romance_p2_c4811fee	hong	Hey! What are you doing to my girlfriend?!	game/script_hong.rpy	480	hong "[what]"
Alex_H_CH4_Romance_p2_d4a9a401		(I turn around to see Alex running over to me. Not noticing that he had called me his "girlfriend".)	game/script_hong.rpy	481	"[what]"
Alex_H_CH4_Romance_p2_3573ec1b	hong	Are you okay? Did they hurt you?	game/script_hong.rpy	483	hong "[what]"
Alex_H_CH4_Romance_p2_2abb9929	you	No, I'm fine.	game/script_hong.rpy	484	you "[what]"
Alex_H_CH4_Romance_p2_17c23c4a	ga	Boy, you think you can protect your girl with no muscle?	game/script_hong.rpy	487	ga "[what]"
Alex_H_CH4_Romance_p2_d304f34c		(Alex shoves me behind him just as the man’s fists comes smashing down. He raised his arm in defense only for the man to pin him against the wall.)	game/script_hong.rpy	489	"[what]"
Alex_H_CH4_Romance_p2_4ce2306c		What right do you think you have to spoil my fun, weakling. I can’t wait to bruise this disgusting face of yours.	game/script_hong.rpy	490	"[what]"
